PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes
165,r1b2rk1/1p2bppp/pqnp4/3Np3/2B1PP2/PN6/1PP2nPP/R1BQ1R1K w - - 5 13,h1g1 f2h3 g1h1 b6g1 f1g1 h3f2,1280,83,87,3624,doubleCheck kingsideAttack long mate mateIn3 opening sacrifice smotheredMate
166,6r1/p1qk4/QbN5/3p1p2/8/4P1r1/P6P/1R2R1K1 w - - 0 32,h2g3 c7g3 g1f1 g3g2,1518,74,94,3745,mate mateIn2 middlegame short
167,r1bq1rk1/pp1n1pbp/4p1p1/4Pn2/8/2N1BN2/PPPQB1PP/2KR3R w - - 3 14,e3f2 g7h6 g2g4 h6d2,1536,75,93,2976,crushing middlegame pin short
168,1r6/2r2p1R/7R/4pPk1/2B2n2/1P3P1P/P4K2/8 b - - 0 43,c7c4 h3h4 g5f5 h7f7,1490,74,96,14682,endgame mate mateIn2 short
169,5r1k/3p2bp/p4pp1/qp1br3/4P3/1Q4B1/PP2RPPP/4R1K1 w - - 0 23,e4d5 a5e1 e2e1 e5e1,1276,76,93,4327,backRankMate mate mateIn2 middlegame short xRayAttack
170,r2q2rk/4p2Q/3p1bpB/p7/1P6/2N2P2/1PP3P1/2KR3R b - - 0 23,h8h7 h6f8 f6h4 h1h4,1486,73,95,12526,discoveredAttack mate mateIn2 middlegame short
171,r2r4/ppp2kp1/2P3bp/2P1p3/6P1/2P2NnP/P3K3/RNB4R w - - 1 17,e2e3 d8d3 e3f2 g3h1,1568,77,93,4518,crushing middlegame short
172,4r2k/p4QRp/8/4qp2/3r4/1P2N3/P3KP1P/8 b - - 0 30,e5g7 f7e8 g7g8 e8e5,1093,79,94,4697,crushing endgame hangingPiece short
173,4rrk1/1p1n2p1/p2p2p1/3P1q2/1PP1p3/5N1P/P2Q1PP1/R3R1K1 w - - 0 21,f3g5 e4e3 e1e3 f5g5,1675,74,97,16453,advantage interference middlegame short
174,8/6pp/5qk1/1Q6/1Pp2pP1/7P/2P5/5K2 b - - 0 44,f6d4 b5f5 g6h6 f5h5,1368,74,97,17106,endgame mate mateIn2 queenEndgame short
175,r2qk1nr/p2b1ppp/2pbp3/2ppN3/5P2/1P2P2P/PBPP2P1/RN1QK2R b KQkq - 2 9,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1372,73,95,13309,crushing long opening pin trappedPiece
176,5k2/R5pp/4pp2/8/2p5/1p2N1P1/1P3PKP/2r5 w - - 0 31,a7d7 c4c3 b2c3 b3b2,1323,76,97,4683,advancedPawn crushing endgame short
177,r2r2k1/pp2bppp/2n1p3/8/2BP4/4BN1q/PP3P2/2RQ1R1K w - - 6 20,f3h2 e7d6 f2f4 h3e3,1560,74,94,21489,advantage middlegame short
178,2r5/p4pk1/1p2pqp1/3b4/6Q1/1Pr3N1/P4PPP/1R3RK1 b - - 6 26,c3c2 g3h5 g7f8 h5f6,1093,77,93,3322,crushing middlegame pin short
179,rnbqk2r/ppp2ppp/3b4/3np3/2B5/3P1N1P/PPP2PP1/RNBQK2R b KQkq - 0 6,b8c6 c4d5 d6b4 c2c3 d8d5 c3b4,1172,80,92,4035,advantage hangingPiece long opening
180,4r3/3NP1kp/2p2Rp1/5p2/8/2rp3P/5PP1/4R1K1 w - - 2 34,f6f8 d3d2 e1d1 c3c1 g1h2 c1d1,1630,76,97,7472,advancedPawn crushing endgame long pin
181,rn1qk1nr/pp1bp1bp/4p1p1/1BpP4/8/2N5/PPP3PP/R1BQK1NR w KQkq - 0 10,d5e6 g7c3 b2c3 d7b5,1734,75,95,8547,advantage master opening short
182,r5k1/pp1b2pp/2n1p1p1/3pP3/3P2Q1/P1P5/3qNKPP/2R4R w - - 2 17,h1d1 a8f8 f2g1 d2e3 g1h1 h7h5 g4g6 e3e2,1963,75,96,5901,advantage master middlegame veryLong
183,8/pp5p/2p2N2/P5p1/5k2/7P/7r/3RK3 w - - 1 39,f6h7 f4e3 d1d3 e3d3,1728,75,96,6573,crushing endgame short
184,r1q3k1/4bppp/pp2pn2/4B3/8/2N2Q2/PPPR1PPP/6K1 b - - 0 18,f6d7 d2d7 c8d7 f3a8,1476,75,93,5544,crushing deflection middlegame short
185,5rk1/p4pp1/4p1p1/3p4/7Q/1NP1P3/PP1K1Pqn/R4R2 w - - 0 25,h4g3 h2f1 a1f1 g2f1,1816,78,95,12295,advantage fork middlegame short
186,4r1k1/p5bp/1q4p1/2pPrp2/1pP2N2/6PP/P4QB1/1R3RK1 w - - 2 25,f4e6 e5e6 d5e6 g7d4,1681,74,94,4392,advantage clearance master middlegame pin sacrifice short
187,1k1r3r/2p2pp1/Qp2p1n1/7p/Pq1b2nP/5NP1/5PB1/R1B1R1K1 w - - 1 20,f3d4 b4e1 a6f1 e1f1,1450,76,93,3400,crushing hangingPiece kingsideAttack middlegame short
188,8/8/3k1p2/6p1/2pbP1P1/8/1pK5/5R2 w - - 0 59,f1d1 d6e5 d1f1 e5e4,1760,75,94,5308,crushing endgame short
189,3rr2b/1p1q3k/p1pBbppP/2Pp4/1P4P1/P4P2/3QR3/4R1K1 b - - 1 34,e6f7 e2e7 e8e7 e1e7,1671,72,97,14293,advantage middlegame short
190,rnb1kbnr/pp1pq1pp/2p2p2/4N3/3PP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,d1h5 g7g6 h5h4 f6e5,1424,76,96,4171,advantage defensiveMove opening short
191,6k1/5Rp1/p6p/1p2P3/1qp1pNQ1/2n1P3/5KPP/3r4 b - - 0 31,g8f7 g4e6 f7f8 f4g6,1968,76,95,11460,endgame mate mateIn2 short
192,3r1r1k/pp2q2p/5pP1/4p2Q/P1B1P3/1p1P4/1P5K/6R1 b - - 1 27,f6f5 g6g7 e7g7 g1g7,1241,76,93,12848,advancedPawn crushing endgame fork short
193,rnb2rk1/ppp1bppp/5n2/3qN3/4pB2/2NP4/PPP1QPPP/R3KB1R b KQ - 5 8,e4d3 c3d5 e7b4 d5b4,1863,75,93,6392,crushing opening short
194,1r3k2/pp4r1/2n3pR/2p1b1B1/2B1P3/1PP5/PK3P2/8 b - - 4 35,b7b5 h6h8 g7g8 h8g8,1168,82,93,6911,mate mateIn2 middlegame short
195,1r6/4kP2/2p4p/5R1K/3p2P1/8/8/8 b - - 4 65,b8h8 h5g6,1554,74,92,3841,advancedPawn crushing endgame oneMove rookEndgame
196,r5k1/4r1pR/3pNPP1/8/1pp1P3/p7/2P5/1K6 b - - 0 38,e7e6 f6f7 g8f8 h7h8 f8e7 h8a8,1448,74,97,10047,advancedPawn crushing endgame long rookEndgame skewer
197,8/5pp1/7p/1p1R4/6Pk/1P2RPr1/2r5/5K2 b - - 7 46,g3h3 d5h5 h4g3 f3f4,1408,75,97,5048,advantage discoveredAttack endgame rookEndgame short
198,r5k1/5pp1/6r1/p1Qp1q2/3P3p/4BP2/PPR2PPP/5R1K w - - 0 21,c2e2 h4h3 c5c2 h3g2,1763,78,93,6242,advancedPawn crushing kingsideAttack middlegame short
199,2rqr1k1/pp1bppb1/2np1np1/7p/3NP2P/1BN1BP2/PPPQ2P1/2KR3R w - - 0 13,e3h6 c6d4 b3f7 g8f7,1531,75,94,3638,crushing middlegame short
200,7r/B4pp1/B4n2/3k3p/8/8/b4PPP/4R1K1 b - - 0 24,a2c4 e1d1 d5c6 a6c4,1539,78,96,20867,crushing deflection endgame short
