PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes
142,r1b2rk1/p2p1pp1/1p3q1p/3Np3/1P2P3/P4P2/4Q1PP/R4R1K b - - 1 19,f6g6 d5e7 g8h7 e7g6,831,91,76,62,crushing fork middlegame short
143,2k4r/ppp2ppp/7r/3P4/2P1pbP1/2N1B2q/PP3P2/R2QR1K1 w - - 9 19,e3f4 h3h1,803,106,82,28,mate mateIn1 middlegame oneMove
144,3r4/1b4k1/p4q1p/1p1P1pp1/8/2P2Q2/2B2PPP/3R2K1 b - - 3 33,d8d5 d1d5 b7d5 f3d5,991,87,94,953,advantage endgame short
145,3r2k1/5ppp/1Q1B1b2/1p6/2p5/8/1Pq2PPP/4R1K1 b - - 1 22,c2d2 b6d8 f6d8 e1e8,986,88,85,613,backRankMate endgame mate mateIn2 sacrifice short
146,8/r4p1p/4p1p1/3pN1P1/2kP1P1P/4P3/1K6/8 b - - 12 38,c4b4 e5c6 b4b5 c6a7 b5b6 a7c8,992,94,91,45,crushing endgame fork long
147,r1bqkb1r/ppp1pppp/5n2/8/3N4/3B4/PPP2PPP/R1BQ1RK1 b kq - 0 8,d8d4 d3b5 d4d7 b5d7,920,84,95,3375,advantage opening short
148,3r3k/p5p1/R3B2p/8/1B1Npb2/7P/P4PP1/6K1 w - - 0 33,d4e2 d8d1 b4e1 d1e1,631,85,79,572,endgame mate mateIn2 short
149,r1b2rk1/1p3ppp/p3p3/3p4/3Q4/3B4/PPq2PPP/1R3RK1 b - - 1 16,c2d2 d3h7 g8h7 d4d2,973,90,93,1586,advantage discoveredAttack middlegame short
150,8/bp1N3r/2p1k2p/3n1p2/7B/3B4/P4PPP/1N4K1 b - - 0 26,e6d7 d3f5 d7e8 f5h7,818,97,86,278,crushing endgame fork short
151,8/ppQ3p1/2b1p1k1/3q1n2/3P4/4B3/5PPP/R5K1 w - - 3 28,c7f4 d5g2,561,87,89,293,endgame mate mateIn1 oneMove
152,5rk1/pp5p/2p1P1p1/3pN3/5r2/2P4Q/PP4PP/R4q1K w - - 2 25,a1f1 f4f1,600,99,43,61,backRankMate endgame mate mateIn1 oneMove
153,r5r1/ppp2p1k/2np1Ppq/8/4PNP1/1N6/PPP5/2KR3Q b - - 1 29,g6g5 h1h6 h7h6 d1h1,918,78,87,238,attraction mate mateIn2 middlegame short
154,4k2r/Bpp1bpp1/3p1nq1/3P4/2P1p1b1/1P3NP1/1P1NQP1P/4R1K1 b k - 1 18,e4f3 e2e7,676,88,92,383,mate mateIn1 middlegame oneMove
155,5r2/p1pk4/1p2pB2/1q1n2P1/4Q3/2PP4/1P1K1P1P/3R3R w - - 5 31,h1e1 b5b2,755,86,80,167,mate mateIn1 middlegame oneMove
156,2kr3r/1b3Rpp/pp2p3/2b5/N1p1P3/8/PP4PP/R1B4K w - - 1 22,a4c5 d8d1 f7f1 d1f1,639,106,80,719,backRankMate mate mateIn2 middlegame short
157,rn3brk/pp4q1/3p4/2pPp3/2P1Ppb1/2R5/PP2B1P1/1N1Q1RK1 w - - 0 30,e2g4 g7g4 d1g4 g8g4,662,97,94,166,crushing middlegame short
158,r2q1bkr/1pp1n1pp/p1np4/6N1/3pP1Q1/2P5/PP3PPP/RNB2RK1 b - - 0 10,h7h6 g4e6,981,77,95,236,mate mateIn1 oneMove opening
159,2k4r/pppr4/6pp/8/5Kb1/1B4P1/PPP5/R4R2 b - - 0 30,h8f8 f4g4 f8f1 a1f1,912,85,95,1104,advantage endgame hangingPiece short
160,3rr3/1kp2Rpp/p1pq4/Q2p2b1/2PN2b1/3PP1P1/PP4BP/R5K1 w - - 1 21,c4d5 g5e3 g1h1 e3d4,985,76,92,536,advantage fork middlegame short
161,6B1/4k1p1/1p3p1p/8/P4P2/5KP1/1Pn5/8 w - - 5 38,g8b3 c2d4 f3e4 d4b3,685,81,78,111,crushing endgame fork short
162,r1bq1rk1/pp3pp1/n1p2b1p/3p4/3P4/2NQP3/PP3PPP/1BR1K1NR b K - 3 11,c8e6 d3h7,656,101,71,69,mate mateIn1 oneMove opening
163,1k6/8/8/6p1/1pp5/p4PP1/N1P4P/7K w - - 0 38,h2h4 b4b3 c2b3 c4b3,982,75,98,1104,crushing endgame knightEndgame short
164,1r5r/p1p1kppp/4p3/4P3/2B1n1K1/4P3/PP3PPP/R2R4 w - - 7 20,b2b3 e4f2 g4f3 f2d1,878,102,93,250,advantage endgame fork short
165,3Rb2N/p3k1p1/1p1br2p/8/8/7P/PP1R1PP1/6K1 w - - 2 26,d8a8 e6e1,687,88,82,166,endgame mate mateIn1 oneMove
166,1r6/5pkp/6p1/8/8/8/1pR2PPP/rR4K1 w - - 2 39,c2b2 a1b1 b2b1 b8b1,918,76,100,163,backRankMate endgame mate mateIn2 rookEndgame short xRayAttack
167,4R3/6p1/5bk1/N6p/8/1P6/6PP/3r1K2 w - - 1 45,e8e1 d1e1 f1e1 f6c3 e1d1 c3a5,901,89,94,1183,attraction crushing endgame fork long
168,r3qrk1/1pp1bppp/p3bB2/8/7Q/2NB1P1P/PP3P2/2KR3R b - - 0 18,e7f6 h4h7,535,87,100,138,kingsideAttack mate mateIn1 middlegame oneMove
169,2r2rk1/1R4pp/p7/2Np4/8/4b3/P1R3PP/3Q1q1K w - - 2 30,d1f1 f8f1,644,97,94,588,backRankMate master mate mateIn1 middlegame oneMove
170,r1b2rk1/pp1p1ppp/1b3q2/3N4/1P2P3/P4P2/6PP/R2QKB1R b KQ - 1 15,f6g6 d5e7 g8h8 e7g6,844,87,80,138,crushing fork middlegame short
171,1r3rk1/6p1/p1Np3p/2n1p3/8/4P3/P5PP/R2R2K1 b - - 1 25,b8c8 c6e7 g8h7 e7c8,818,130,81,23,advantage endgame fork short
172,r3r1k1/p2R1ppp/2N5/4P3/5n2/8/PP3P1P/R5K1 w - - 2 23,a1c1 f4e2 g1f1 e2c1,660,77,79,123,advantage endgame fork short
173,1k4r1/pp3p2/3qp3/2N5/1P1bp3/P3P3/5P2/2RR1K2 b - - 1 27,d6e5 c5d7 b8a8 d7e5,841,102,95,549,advantage endgame fork short
174,r6k/1bp1n1q1/p2p1Q2/1p6/3P4/2P5/P1B2PPP/R3R1K1 w - - 1 25,f6e7 g7g2,867,81,100,482,mate mateIn1 middlegame oneMove
175,2r1r3/pQ5p/5kp1/1P6/P7/8/5PPP/4R1K1 w - - 1 34,e1e8 c8c1 e8e1 c1e1,778,87,97,2832,backRankMate endgame mate mateIn2 queenRookEndgame short
176,3bQr2/1pqnR2k/p2p2pp/1PpP1p2/P1P5/6PP/1B3P2/6K1 b - - 4 28,d8e7 e8e7 f8f7 e7f7,831,77,100,234,endgame mate mateIn2 short
177,5k1r/r4pp1/1qRbp3/p7/Q2P1P2/P2B2P1/3B3P/6K1 b - - 0 26,b6b2 c6c8 f8e7 c8h8,961,84,93,1492,crushing middlegame short skewer
178,3n2k1/1pp3pp/1b6/p2p4/3P4/P1P3PP/1P4P1/4R1K1 b - - 0 24,d8f7 e1e8,615,98,80,423,backRankMate endgame mate mateIn1 oneMove
179,3rr1k1/p4pp1/1pp4p/3pPQ2/1P3P2/2P3qP/P2R2P1/5RK1 w - - 1 24,f1f3 g3e1 g1h2 e1d2,875,90,95,1316,crushing endgame fork short
180,1R6/8/8/8/6p1/8/r6k/5K2 b - - 3 73,g4g3 b8h8,717,78,100,109,endgame mate mateIn1 oneMove rookEndgame
181,3r1rk1/p4pp1/1p3b1p/2pB4/2P5/1P1R3P/1P3PP1/3R2K1 b - - 1 25,f6b2 d5f7 g8f7 d3d8,841,87,85,124,advantage discoveredAttack endgame short
182,rn4k1/5rp1/1q5p/2bp3n/2P3b1/2N5/BPP2PPP/R1B1QRK1 b - - 0 18,c5f2 f1f2 b6f2 e1f2 f7f2 g1f2,941,77,89,71,advantage long middlegame
183,8/4B2p/4p3/1k4PP/7r/1p2n1K1/8/1R6 b - - 5 38,h4h5 b1b3 b5c6 b3e3,850,102,79,394,advantage endgame fork short
184,7k/p5p1/1p5b/5B1Q/1P3q1p/7P/5PP1/7K b - - 0 38,a7a5 h5e8,765,85,96,306,endgame master mate mateIn1 oneMove
185,6k1/6p1/2N4p/Pp6/2b5/8/1r4PP/R5K1 b - - 0 30,c4d5 c6e7 g8f7 e7d5,845,101,85,263,crushing endgame fork short
186,r4rk1/5ppp/p3b3/1p2P3/3n1PP1/N6P/PP6/R1B1R1K1 w - - 0 19,c1e3 d4f3 g1f2 f3e1,900,80,86,397,advantage fork middlegame short
187,6k1/p2N1ppp/4p3/6P1/2p2Q1P/3r4/q4P2/5RK1 b - - 0 30,d3d7 f4b8 d7d8 b8d8,743,81,95,1444,backRankMate endgame mate mateIn2 short
188,r1b2k1r/pp4p1/2pq2p1/3p4/3p4/1N6/PPP2PPP/R2Q1RK1 w - - 0 17,d1d4 d6h2,920,102,86,181,kingsideAttack mate mateIn1 middlegame oneMove
189,r1b2rk1/1pp2pp1/p2bp2p/3P4/3qQ3/P1NB2P1/1PP2PP1/R3K2R b KQ - 2 14,d4f6 e4h7,658,84,88,342,mate mateIn1 middlegame oneMove
190,8/pp3p2/r4k1p/2p1p2P/P2bK1P1/R4P2/7R/8 w - - 4 33,h2b2 d4b2,699,99,77,219,crushing endgame hangingPiece oneMove
191,r4r1k/1pp1NppR/3p4/p3n3/4P3/1PPP2P1/1P1K2P1/3R4 b - - 0 22,h8h7 d1h1,629,94,93,1461,anastasiaMate endgame mate mateIn1 oneMove
192,rn1qbr1k/1pp5/p2p3p/2bP4/2B2p1P/P2P1P2/1PP2PQ1/R3K1R1 b Q - 1 21,f8g8 g2g8,678,92,81,108,kingsideAttack mate mateIn1 middlegame oneMove
193,rn1RB3/r4pkp/p4p2/1pp1pP2/4P3/8/PPP3PP/3R2K1 w - - 2 23,d1d7 b8d7 d8a8 a7a8,788,78,95,1105,crushing endgame short
194,1rbr2k1/ppN2ppp/3p4/4n2q/8/1B4Q1/PPP2PPP/3RR1K1 w - - 3 19,e1e5 h5d1 e5e1 d1e1,884,79,99,449,hangingPiece kingsideAttack mate mateIn2 middlegame short
195,8/7k/6pP/5p2/r2K1P2/7R/8/8 w - - 4 58,d4e3 a4a3 e3d4 a3h3,729,93,94,145,crushing endgame rookEndgame short skewer
196,3rr1k1/ppp1qppp/3b4/3P4/8/P4n1P/1PP2PP1/R1BQR1K1 w - - 0 16,d1f3 e7e1,655,79,100,117,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
197,5rk1/p2b3p/qp1Q1pp1/3N3n/4P3/5P2/P3N1PP/1Rr4K w - - 0 28,e2c1 a6f1,679,92,93,319,mate mateIn1 middlegame oneMove
198,4k1r1/1p1b1p1p/p3p3/4nn1N/1B2p3/P5P1/2r1BP1P/3RK2R b K - 3 25,e5f3 e2f3 e4f3 h5f6,966,77,100,422,crushing middlegame short
199,5rk1/p5pp/2ppp3/4p2R/4N1q1/5Q2/PPP3P1/1K6 w - - 3 22,f3g4 f8f1 g4d1 f1d1,471,103,91,1352,backRankMate endgame mate mateIn2 short
200,8/pp3Q1p/1n2B1pk/8/6Pq/7P/PPP2P2/2K5 w - - 10 31,f2f4 h4e1,608,84,79,144,endgame mate mateIn1 oneMove
